u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,geometry,access,junction,ref,width,est_width,tunnel,bridge
219029423,211616876,0,404402534,secondary,2,30,Passeig de Sant Joan,True,False,14.114221945513108,"LINESTRING (2.179999 41.3915731, 2.1799764 41.3915744, 2.1799271 41.3915771, 2.1798935 41.3915811, 2.1798314 41.3915894)",,,,,,,
219029423,219029426,0,404402535,tertiary,2,30,Passeig de Lluís Companys,True,False,12.958925569432898,"LINESTRING (2.179999 41.3915731, 2.1799825 41.3915678, 2.1799564 41.3915527, 2.1799363 41.3915221, 2.1799339 41.3914779)",,,,,,,
219029426,219029429,0,237725965,tertiary,3,30,Passeig de Lluís Companys,True,False,13.778664028508086,"LINESTRING (2.1799339 41.3914779, 2.1799347 41.3914728, 2.1799403 41.3914534, 2.1799544 41.391418, 2.1799746 41.3913669, 2.179978 41.3913586)",,,,,,,
219029429,1311833057,0,"[1554436848, 116349433]",tertiary_link,2,30,Passeig de Lluís Companys,True,False,29.122175625135306,"LINESTRING (2.179978 41.3913586, 2.1799515 41.3912302, 2.1799183 41.3911006)",,,,,,,
219029429,219029432,0,537838475,tertiary,2,30,Passeig de Lluís Companys,True,False,19.348373098330136,"LINESTRING (2.179978 41.3913586, 2.1800061 41.3913371, 2.180036 41.391323, 2.1800695 41.3913129, 2.1801103 41.3913061, 2.1801502 41.391304, 2.1801883 41.3913086)",,,,,,,
219029432,219029434,0,20478115,secondary,3,30,Passeig de Lluís Companys,True,False,14.84192881844753,"LINESTRING (2.1801883 41.3913086, 2.1802089 41.3913232, 2.1802381 41.3913427, 2.1802518 41.3913548, 2.1803099 41.3914057)",,,,,,,
219029434,126798008,0,"[23191706, 1554436844]",secondary,2,50,Passeig de Lluís Companys,True,False,28.34141267204955,"LINESTRING (2.1803099 41.3914057, 2.1804348 41.3915034, 2.1804607 41.3915237, 2.180545 41.3915897)",,,,,,,
219029434,126798005,0,226319541,tertiary,2,30,Passeig de Lluís Companys,True,False,21.076032520549475,"LINESTRING (2.1803099 41.3914057, 2.1803153 41.3914305, 2.1803137 41.391462, 2.1803032 41.3914836, 2.1802891 41.3915038, 2.180257 41.3915335, 2.1802262 41.3915496, 2.1802019 41.3915594)",,,,,,,
225859994,4485344001,0,"[903077184, 22689538, 401636123, 526136935]",tertiary,,50,Passeig del Taulat,True,False,390.91551311136476,"LINESTRING (2.2190354 41.4112149, 2.2190624 41.4111144, 2.2190593 41.4110617, 2.2190439 41.4110101, 2.2190091 41.4109603, 2.2189873 41.4109366, 2.21896 41.4109069, 2.218855 41.4107928, 2.2187543 41.4106819, 2.2183763 41.4102727, 2.2181835 41.4100629, 2.2181561 41.4100402, 2.2179753 41.4098433, 2.2178493 41.4097028, 2.2177439 41.4095889, 2.2175438 41.4093534, 2.2172239 41.4089953, 2.2171068 41.4088703, 2.2170412 41.4088004, 2.2167449 41.4084842, 2.2167174 41.4084574, 2.2167094 41.4084496, 2.2165413 41.4082885)",,,,,,,
225859994,262250623,0,404402532,secondary,3,50,Plaça de Llevant,True,False,29.77999296531114,"LINESTRING (2.2190354 41.4112149, 2.2191237 41.4111737, 2.2191714 41.4111667, 2.2192003 41.4111612, 2.2192093 41.4111611, 2.2192861 41.4111664, 2.2193659 41.4111952)",,circular,,,,,
230158668,30647463,0,4785398,living_street,1,20,Carrer de Lluís el Piadós,False,True,47.43894563183639,"LINESTRING (2.1787382 41.3901285, 2.1784955 41.3904697, 2.1784705 41.3905049)",,,,,,,
230158668,230161188,0,"[21401529, 21402074]",living_street,1,20,Passatge de Sant Benet,True,False,106.87207616069708,"LINESTRING (2.1787382 41.3901285, 2.1787762 41.3901419, 2.1788191 41.3901571, 2.1793692 41.3903679, 2.1791501 41.3907061, 2.1791186 41.3907553)",,,,,,,
230158668,2482703305,0,"[299211104, 240543249]",living_street,,10,"['Plaça de Sant Pere', 'Carrer de Lluís el Piadós']",False,"[False, True]",102.79391808576857,"LINESTRING (2.1787382 41.3901285, 2.1787626 41.3900938, 2.1787678 41.3900864, 2.1788524 41.3899642, 2.178933 41.389842, 2.1790687 41.3896904, 2.1791549 41.3892979, 2.1791554 41.3892755)",,,,,,,
230161188,1311833057,0,1017855764,secondary,3,50,Carrer de Trafalgar,True,False,77.19122128807098,"LINESTRING (2.1791186 41.3907553, 2.179737 41.3909977, 2.1797633 41.3910091, 2.1799183 41.3911006)",,,,,,,
240882893,11178765233,0,"[423231443, 246642910]",secondary,3,30,Via Laietana,False,True,208.97078548093057,"LINESTRING (2.1784629 41.3841629, 2.1779125 41.3845844, 2.1778621 41.384623, 2.1777206 41.3847278, 2.1776418 41.3847848, 2.1774725 41.3849073, 2.1773312 41.3850145, 2.1769485 41.385305, 2.1769288 41.3853197, 2.1769099 41.385333, 2.1768488 41.3853759, 2.1767723 41.3854319, 2.1766906 41.3854907)",,,,,,,
240882893,30227495,0,1542846833,secondary,3,30,Via Laietana,False,False,31.483723335295196,"LINESTRING (2.1784629 41.3841629, 2.1785508 41.3840956, 2.1786023 41.3840558, 2.1786603 41.384012, 2.1787276 41.3839611)",,,,,,,
240886321,240982102,0,"[1185222232, 1436076873, 263665167]",living_street,,,Carrer del Portal Nou,True,False,183.54822171959495,"LINESTRING (2.1806292 41.3881872, 2.1806502 41.3882942, 2.1806813 41.3884479, 2.1807339 41.3886842, 2.1808284 41.3891128, 2.1808345 41.3891405, 2.1809114 41.3894906, 2.1809333 41.3896818, 2.1809402 41.3897469, 2.1809434 41.3897776, 2.1809485 41.3898196)",,,,,,,
240886321,240982770,0,"[1185062403, 1185062404, 336830717]",living_street,,10,"['Plaça de Sant Agustí Vell', 'Carrer de les Basses de Sant Pere']",False,"[False, True]",47.00480238253246,"LINESTRING (2.1806292 41.3881872, 2.1806229 41.3881542, 2.1804218 41.3882173, 2.1802146 41.3883299, 2.1801808 41.3883524)",,,,,,,
240936350,7274365949,0,882072061,living_street,,,Carrer dels Vigatans,False,False,12.599115665698415,"LINESTRING (2.1793535 41.3838374, 2.1794624 41.3839159)",,,,,,,
240936350,240940059,0,"[882072064, 22415007]",living_street,,20,"[""Carrer de l'Argenteria"", 'Carrer de Manresa']",True,False,139.5027865582583,"LINESTRING (2.1793535 41.3838374, 2.1798383 41.3837426, 2.1801383 41.3837065, 2.1804089 41.3836662, 2.1801721 41.3832596)",,,,5,,,
240936353,30227495,0,1542845771,secondary,3,30,Via Laietana,False,True,21.609247380384655,"LINESTRING (2.1789143 41.3838264, 2.1787276 41.3839611)",,,,,,,
240936353,6070339664,0,884705757,secondary,3,30,Via Laietana,False,False,46.885510615524005,"LINESTRING (2.1789143 41.3838264, 2.1789824 41.3837744, 2.1790289 41.383739, 2.1790725 41.3837055, 2.1793073 41.383525)",,,,,,,
240936353,240936350,0,"[1117835661, 22415007]",living_street,,20,Carrer de l'Argenteria,True,False,39.590040540084054,"LINESTRING (2.1789143 41.3838264, 2.178966 41.3838545, 2.1790093 41.3838777, 2.17905 41.3838925, 2.1792131 41.3838629, 2.1793535 41.3838374)",,,,5,,,
240940059,30254231,0,"[22415073, 1551034666, 1551034667, 1360091556]","['living_street', 'residential']",,,Carrer de Manresa,True,False,31.988945035762903,"LINESTRING (2.1801721 41.3832596, 2.1800913 41.3831365, 2.180052 41.3830746, 2.1800284 41.3830568, 2.1800215 41.3830516, 2.1799748 41.3830167)",,,,,,,
240978204,13199678806,0,1436076869,living_street,,10,Carrer de la Princesa,False,False,6.0650245841335275,"LINESTRING (2.1818956 41.3864676, 2.1819518 41.3865022)",,,,,,,
240978204,30227495,0,"[1221718176, 1542846620, 1360091564, 312564230]","['living_street', 'residential']",1,30,Carrer de la Princesa,True,False,384.1412969465665,"LINESTRING (2.1818956 41.3864676, 2.1818757 41.386452, 2.1818201 41.3864104, 2.1816265 41.386257, 2.1816031 41.3862397, 2.181557 41.3862088, 2.1815491 41.3862033, 2.1815352 41.3861923, 2.1812512 41.3859669, 2.1812389 41.3859571, 2.1805177 41.3853799, 2.1805025 41.3853677, 2.1804783 41.3853483, 2.1803633 41.3852562, 2.1797269 41.3847471, 2.1797152 41.3847374, 2.1796196 41.3846606, 2.1794133 41.3844962, 2.1793314 41.3844314, 2.1792427 41.3843632, 2.1791912 41.3843226, 2.1788768 41.3840734, 2.178821 41.3840291, 2.1787767 41.3839983, 2.1787276 41.3839611)",designated,,,,,,
240978795,30297642,0,4750560,living_street,,10,Carrer de la Ribera,True,False,43.89176225753243,"LINESTRING (2.1837221 41.3847254, 2.183745 41.3847457, 2.1837554 41.3847532, 2.1840687 41.3850223)",,,,,,,
240978795,4212111673,0,"[1435904944, 4750562]",living_street,,10,"['Carrer Antic de Sant Joan', 'Passeig del Born']",True,False,68.37070877339136,"LINESTRING (2.1837221 41.3847254, 2.1836013 41.3847952, 2.1834925 41.384858, 2.1831554 41.3850749, 2.1831406 41.3850844, 2.1831015 41.3850868, 2.1830746 41.3850884)",,,,,,,
240982102,219009535,0,20476784,residential,,30,Carrer del Davant del Portal Nou,False,True,37.752182877744644,"LINESTRING (2.1809485 41.3898196, 2.18127 41.3897105, 2.1813609 41.3896798)",,,,,,,
240982102,2482703292,0,"[246660360, 895949674, 1436076874, 1436076882, 18968219]","['living_street', 'residential']",,"['30', '10']","['Carrer del Davant del Portal Nou', 'Carrer del Rec Comtal']",True,False,197.0143008302762,"LINESTRING (2.1809485 41.3898196, 2.1808379 41.3898627, 2.1805608 41.3899607, 2.1801976 41.3900838, 2.1800866 41.3901209, 2.1800374 41.3900379, 2.179994 41.3899647, 2.1799097 41.3898225, 2.1796382 41.3893233, 2.1795957 41.3892453, 2.1795891 41.3892331, 2.1795205 41.3891531)",,,,,,,
240982770,2482703292,0,"[1436076875, 22438773]",living_street,,10,Carrer de les Basses de Sant Pere,True,False,108.61306558314268,"LINESTRING (2.1801808 41.3883524, 2.1801983 41.3884599, 2.180182 41.3884789, 2.18004 41.3885858, 2.1798944 41.3886861, 2.1798482 41.3887246, 2.1797987 41.3887708, 2.1796248 41.3890106, 2.1795865 41.3890656, 2.1795598 41.389101, 2.1795205 41.3891531)",,,,,,,
240982770,243748972,0,336830692,living_street,,,Plaça de Marquilles,False,True,36.941447947554295,"LINESTRING (2.1801808 41.3883524, 2.180169 41.3883389, 2.1801354 41.3883118, 2.1798965 41.3880979)",,,,,,,
240982770,240886321,0,"[1185062403, 1185062404, 336830717]",living_street,,10,"['Plaça de Sant Agustí Vell', 'Carrer de les Basses de Sant Pere']",False,"[False, True]",47.00480238253246,"LINESTRING (2.1801808 41.3883524, 2.1802146 41.3883299, 2.1804218 41.3882173, 2.1806229 41.3881542, 2.1806292 41.3881872)",,,,,,,
242284800,243345435,0,1531019696,tertiary,3,30,Pla de Palau,True,False,20.65655964779138,"LINESTRING (2.1845602 41.3826816, 2.1843497 41.3827794)",,,,,,,
242284801,21638891,0,"[1481603225, 237715966]",tertiary,4,50,Avinguda del Marquès de l'Argentera,True,False,68.75644865868097,"LINESTRING (2.1836794 41.3831003, 2.1835917 41.3830577, 2.1835245 41.3830175, 2.183456 41.3829665, 2.1834073 41.3829246, 2.1833448 41.3828519, 2.183265 41.3827425, 2.1832364 41.3826962, 2.1831984 41.3826159)",,,,,,,
242284801,21638891,1,"[237725962, 1435790923, 237715988]",residential,2,30,Pla de Palau,True,False,166.15085823434964,"LINESTRING (2.1836794 41.3831003, 2.183434 41.3832037, 2.1834046 41.3832165, 2.1831592 41.3833268, 2.1831024 41.3833332, 2.1830536 41.3832997, 2.1828595 41.3830662, 2.1827189 41.382902, 2.1827142 41.3828651, 2.1827485 41.382832, 2.1829705 41.3827269, 2.1829972 41.3827131, 2.1830265 41.3826997, 2.1831984 41.3826159)",,,,,,,
242293378,242293379,0,22588141,living_street,,,Carrer de Llauder,True,False,40.58185595326505,"LINESTRING (2.1832606 41.3814839, 2.1836767 41.3812949)",,,,,,,
242293378,7254110678,0,423686755,living_street,,,Carrer de Llauder,True,False,52.913373007308685,"LINESTRING (2.1832606 41.3814839, 2.1828117 41.381702, 2.1827888 41.3817131, 2.1827637 41.3817253, 2.1827293 41.3817437)",,,,,,,
242293502,4232398051,0,"[22588145, 1201530281]",living_street,,,Pas de Sota Muralla,False,False,62.31265393462345,"LINESTRING (2.1843299 41.3820599, 2.1842691 41.3819892, 2.1842361 41.3819509, 2.1839273 41.3815879)",,,,,,,
242293502,190987748,0,"[309051296, 542948170, 882828677]",tertiary,3,30,Pla de Palau,True,False,55.40151470432892,"LINESTRING (2.1843299 41.3820599, 2.1846701 41.3819008, 2.1847368 41.3818697, 2.1847546 41.3818616, 2.1847756 41.3818515, 2.1848516 41.3818202, 2.1848958 41.3817994)",,,,,,,
242317164,30343583,0,359739471,residential,,30,Carrer de Sant Carles,True,False,15.155045146453421,"LINESTRING (2.1901727 41.3793364, 2.1903488 41.3793698)",,,,,,,
242317164,242318729,0,"[22588331, 970882836, 970882837]",residential,,30,Carrer de Vinaròs,True,False,90.88948464574491,"LINESTRING (2.1901727 41.3793364, 2.190184 41.3793083, 2.1904299 41.3786997, 2.1904576 41.3786251, 2.1904664 41.378606, 2.1904874 41.3785539)",,,,,,building_passage,
242318729,21638869,0,4079509,tertiary,2,30,Carrer de Pepe Rubianes,False,False,15.026537604279282,"LINESTRING (2.1904874 41.3785539, 2.1906605 41.3785912)",,,,,,,
242318729,30343485,0,4079509,tertiary,2,30,Carrer de Pepe Rubianes,False,True,15.003310771263612,"LINESTRING (2.1904874 41.3785539, 2.1903149 41.3785158)",,,,,,,
242318729,30343670,0,"[970882835, 970882834, 22588331]",residential,,30,Carrer de Vinaròs,True,False,108.25995489797717,"LINESTRING (2.1904874 41.3785539, 2.1905153 41.3784846, 2.1905575 41.3783797, 2.1908463 41.3776614, 2.1908622 41.3776218)",,,,3.5,,building_passage,
242318731,30343394,0,417596337,living_street,,20,Carrer d'Andrea Dòria,True,False,14.713073972325631,"LINESTRING (2.1898604 41.3801324, 2.1898388 41.3801275, 2.1897146 41.3800998, 2.1896909 41.3800961)",,,,,,,
242318731,242317164,0,"[970882837, 970882877]","['living_street', 'residential']",,"['30', '20']",Carrer de Vinaròs,True,False,92.2669944286714,"LINESTRING (2.1898604 41.3801324, 2.1898742 41.380097, 2.1901656 41.3793544, 2.1901727 41.3793364)",,,,,,,
242337128,8416779662,0,"[1531115768, 1553389632, 1553389633, 4752296, 546303760, 1531115772, 427046677, 1531115767, 1554883672, 1531115769, 126715484]",tertiary,"['3', '2']",30,"[""Moll d'Espanya"", ""Passeig d'Ítaca""]",False,True,687.8337310029872,"LINESTRING (2.1818065 41.3750348, 2.1819417 41.375234, 2.1821094 41.3754503, 2.1822368 41.3756147, 2.1823397 41.3757474, 2.1824961 41.3759489, 2.1826544 41.3761488, 2.1827961 41.376323, 2.1830318 41.3766301, 2.1831181 41.3767408, 2.1832652 41.3769128, 2.1834911 41.3771829, 2.1835238 41.3772274, 2.1835381 41.3772668, 2.1835444 41.3773031, 2.1835428 41.3773436, 2.1835319 41.3773901, 2.1834872 41.3775041, 2.1834266 41.3776682, 2.1832747 41.3780487, 2.1830863 41.3785316, 2.1830692 41.3785793, 2.1830615 41.3786233, 2.183063 41.3786583, 2.1830699 41.3786944, 2.1830848 41.3787305, 2.1831063 41.3787706, 2.1832388 41.378939, 2.1834734 41.379237, 2.1835902 41.3793854, 2.1836133 41.3794251, 2.1836291 41.3794658, 2.1836381 41.3795087, 2.1836373 41.3795502, 2.183627 41.3796017, 2.1836009 41.3796865, 2.1834222 41.3801351, 2.1833273 41.3803732, 2.1832299 41.3806212, 2.1832201 41.3806452, 2.1832145 41.3806614)",,,,,,"['yes', 'building_passage']",
243047500,30253376,0,42858989,residential,,30,Carrer de Wellington,True,False,118.12568838117116,"LINESTRING (2.1867524 41.391547, 2.1866418 41.3916303, 2.1859664 41.392122, 2.1859347 41.392144, 2.1857327 41.392284)",,,,,,,
243047500,7866434035,0,283764987,tertiary,1,50,Passeig de Pujades,True,False,135.24950577443315,"LINESTRING (2.1867524 41.391547, 2.1866568 41.3914131, 2.1866353 41.3913881, 2.1860936 41.3909767, 2.1857777 41.3907367, 2.1856637 41.3906538)",,,,,,,
243336646,243347086,0,450581323,tertiary_link,2,30,Passeig de Pujades,True,False,6.856552686106648,"LINESTRING (2.1823837 41.3881356, 2.1823377 41.3880845)",,,,,,,
243336862,3184350843,0,237725955,residential,,30,Carrer del Comerç,True,False,111.38976172789611,"LINESTRING (2.1817506 41.3876417, 2.1817081 41.3877709, 2.1816845 41.3878386, 2.1816638 41.3878938, 2.1816493 41.387933, 2.1816003 41.388072, 2.1814226 41.3886127)",,,,,,,
243336862,30244000,0,312564229,residential,,30,Carrer del Comerç,True,False,112.43245067403333,"LINESTRING (2.1817506 41.3876417, 2.1817653 41.3875944, 2.1819799 41.3869607, 2.1819901 41.3869352, 2.1820365 41.3868469, 2.1820707 41.3867973, 2.18211 41.3867459, 2.1821683 41.3866886)",,,,,,,
243336865,1479161502,0,307054786,tertiary,4,50,Passeig de Pujades,True,False,66.8469499896308,"LINESTRING (2.182557 41.3881705, 2.1825773 41.3882013, 2.1826005 41.3882278, 2.1826172 41.3882464, 2.183019 41.3885455, 2.1831008 41.3886086)",,,,,,,
243338863,365565046,0,274322569,residential,2,30,Carrer d'Àlaba,True,False,91.53544628902303,"LINESTRING (2.1938557 41.3965177, 2.1936611 41.3966639, 2.1931993 41.3970065, 2.1931597 41.3970361, 2.1930771 41.3970978)",,,,,,,
243338863,1710758986,0,295215800,residential,,30,Carrer de Pujades,True,False,62.507751134598834,"LINESTRING (2.1938557 41.3965177, 2.1938068 41.3964809, 2.1936534 41.3963636, 2.1933281 41.3961185)",,,,,,,
243338866,4385157799,0,466765994,tertiary,3,50,Carrer de Badajoz,True,False,131.87333589046582,"LINESTRING (2.1960428 41.3981601, 2.1958634 41.3982978, 2.1953873 41.3986633, 2.1951448 41.3988494, 2.1951189 41.3988717, 2.1949379 41.3990083)",,,,,,,
243338866,5451351932,0,466765995,residential,2,30,Carrer de Pujades,True,False,76.8837253065543,"LINESTRING (2.1960428 41.3981601, 2.1958563 41.3980231, 2.1955186 41.3977704, 2.1953881 41.3976734)",,,,,,,
243338874,243338875,0,22689184,residential,2,30,Carrer de Pujades,True,False,133.4149688367653,"LINESTRING (2.2096092 41.4084074, 2.2094738 41.4083067, 2.2087589 41.4077752, 2.2086337 41.4076792, 2.2086177 41.4076681, 2.2084754 41.407561)",,,,,,,
243338874,247637113,0,237715977,tertiary,3,50,Carrer de la Selva de Mar,True,False,138.1306140661753,"LINESTRING (2.2096092 41.4084074, 2.2096409 41.4083835, 2.2097497 41.4082996, 2.2097943 41.4082675, 2.2100964 41.4080393, 2.2103908 41.4078167, 2.2104369 41.4077819, 2.2105658 41.4076845, 2.2105917 41.407665, 2.2107759 41.4075257)",,,,,,,
243338875,243338876,0,22689184,residential,2,30,Carrer de Pujades,True,False,133.2121804754577,"LINESTRING (2.2084754 41.407561, 2.208349 41.4074659, 2.2083387 41.4074582, 2.2075133 41.4068375, 2.2074859 41.4068169, 2.2073474 41.4067128)",,,,,,,
243338875,247637650,0,294393942,residential,2,30,Carrer de Provençals,True,False,117.37900888928915,"LINESTRING (2.2084754 41.407561, 2.2083479 41.4076581, 2.2083346 41.4076682, 2.2076681 41.4081759, 2.2074878 41.4083131)",,,,,,,
243338876,243338877,0,22689184,residential,2,30,Carrer de Pujades,True,False,133.72716344852813,"LINESTRING (2.2073474 41.4067128, 2.2072108 41.4066099, 2.2064325 41.4060276, 2.2064101 41.4060104, 2.2062115 41.405864)",,,,,,,
243338876,30312843,0,46711360,residential,,30,Carrer de Fluvià,True,False,139.80293663694147,"LINESTRING (2.2073474 41.4067128, 2.2073808 41.4066874, 2.2074873 41.4066065, 2.2081509 41.4061024, 2.208296 41.4059922, 2.2083183 41.4059752, 2.2085251 41.4058181)",,,,,,,
243338877,1940624171,0,237927194,secondary,3,50,Carrer de Bac de Roda,True,False,77.66815914061426,"LINESTRING (2.2062115 41.405864, 2.2060152 41.4060111, 2.205551 41.4063564)",,,,6,,,
243338877,1940890836,0,1409584589,residential,2,30,Carrer de Pujades,True,False,68.55721209596622,"LINESTRING (2.2062115 41.405864, 2.2061556 41.4058258, 2.2060191 41.4057178, 2.2059079 41.4056297, 2.2056424 41.4054193)",,,,,,,
243338878,1940899124,0,423899017,secondary,2,50,Carrer de Bilbao,True,False,49.123981809908585,"LINESTRING (2.2028667 41.4033257, 2.2029142 41.4032906, 2.2030782 41.4031688, 2.2032862 41.4030156)",,,,,,,
243338878,1940583260,0,555462043,residential,2,30,Carrer de Pujades,True,False,99.16986451594241,"LINESTRING (2.2028667 41.4033257, 2.2026677 41.4031774, 2.202417 41.402986, 2.2020306 41.4026916)",,,,,,,
243338881,30312835,0,237521096,residential,1,30,Carrer de la Ciutat de Granada,True,False,136.78571358212272,"LINESTRING (2.1971953 41.3990245, 2.1972451 41.3989862, 2.1973802 41.398881, 2.1981152 41.3983172, 2.198151 41.3982897, 2.1983405 41.398144)",,,,,,,
243338881,243338866,0,237715974,residential,2,30,Carrer de Pujades,True,False,135.93986278876795,"LINESTRING (2.1971953 41.3990245, 2.1970217 41.3988952, 2.1969966 41.3988764, 2.1968405 41.3987591, 2.1962632 41.3983247, 2.1962386 41.3983063, 2.1960428 41.3981601)",,,,,,,
243338885,6126749210,0,301443370,residential,2,30,Carrer de Joan d'Àustria,False,True,122.744640047017,"LINESTRING (2.1902974 41.3939656, 2.1902539 41.394, 2.1902124 41.3940322, 2.1901144 41.3941077, 2.1900985 41.3941206, 2.1900619 41.394149, 2.1893807 41.3946778, 2.1892753 41.3947597)",,,,,,,
243338885,30312830,0,301443371,tertiary,2,30,Carrer de Joan d'Àustria,True,False,132.59210522797562,"LINESTRING (2.1902974 41.3939656, 2.1903329 41.3939381, 2.1903904 41.393894, 2.1904578 41.3938416, 2.1905243 41.39379, 2.1905413 41.3937768, 2.191162 41.3932948, 2.1911849 41.393277, 2.1914022 41.3931083)",,,,,,,
243338885,536428072,0,451710465,tertiary,2,50,Carrer de Pujades,True,False,130.79806398104458,"LINESTRING (2.1902974 41.3939656, 2.1900838 41.3937891, 2.1900784 41.3937853, 2.1899714 41.3937078, 2.1894221 41.3933163, 2.189383 41.3932883, 2.1891783 41.3931424)",,,,,,,
243339101,243339102,0,404402517,tertiary,1,30,Avinguda Meridiana,True,False,30.00143954603584,"LINESTRING (2.1870275 41.3930189, 2.187027 41.3930861, 2.1870294 41.3932887)",,,,3,,,
243339101,30242972,0,546148430,tertiary,2,50,Carrer de Sardenya,True,False,115.88723374081442,"LINESTRING (2.1870275 41.3930189, 2.1871031 41.3929562, 2.1877825 41.3924601, 2.1878288 41.3924278, 2.1879375 41.3923449, 2.1880147 41.3922859)",,,,,,,
243339102,797407445,0,237787019,tertiary,1,30,Avinguda Meridiana,True,False,143.78894368412753,"LINESTRING (2.1870294 41.3932887, 2.1870289 41.3934218, 2.1870263 41.3934827, 2.1870271 41.3935252, 2.1870351 41.3943194, 2.1870335 41.394345, 2.1870194 41.3945815)",,,,3,,,
243339102,600830525,0,"[1408659415, 237787031]",secondary,4,30,Carrer de Buenaventura Muñoz,True,False,103.24774116524682,"LINESTRING (2.1870294 41.3932887, 2.187109 41.393343, 2.1872752 41.3934675, 2.187478 41.3936196, 2.1875246 41.3936525, 2.1876657 41.3937517, 2.1876899 41.3937702, 2.1879214 41.3939322)",,,,,,,
243339109,4454226363,0,28460852,residential,2,30,Carrer de Bolívia,True,False,17.549828070859085,"LINESTRING (2.1870217 41.3997087, 2.1871093 41.3998522)",,,,,,,
243339109,9433723474,0,908143806,tertiary,1,30,Avinguda Meridiana,True,False,23.27475864291659,"LINESTRING (2.1870217 41.3997087, 2.187025 41.399918)",,,,,,,
243339207,12561010930,0,"[1000315688, 551406853]",residential,2,30,Carrer de los Castillejos,True,False,29.05604820625993,"LINESTRING (2.1847703 41.4015764, 2.1848975 41.4014834, 2.1849579 41.4014364, 2.185016 41.4013912)",,,,,,,
243339565,1125511774,0,119962804,residential,3,30,Carrer de Pamplona,True,False,21.339555583008462,"LINESTRING (2.1867715 41.4000828, 2.1868152 41.4000518, 2.1868696 41.400018, 2.1869099 41.3999948, 2.1869682 41.3999603)",,,,,,,
243339565,359979755,0,469494417,tertiary,2,30,Avinguda Meridiana,True,False,179.16776142514453,"LINESTRING (2.1867715 41.4000828, 2.1867636 41.3996108, 2.1867632 41.3995791, 2.1867605 41.3987859, 2.1867602 41.3987439, 2.1867587 41.3986212, 2.1867636 41.3984716)",,,,,,,
243339566,4554375438,0,329028832,tertiary,2,30,Avinguda Meridiana,True,False,174.78219161007092,"LINESTRING (2.1867507 41.3967187, 2.186752 41.3966454, 2.1867524 41.3965059, 2.186751 41.3964514, 2.1867447 41.395984, 2.1867419 41.3952219, 2.1867416 41.3951834, 2.1867415 41.395172, 2.1867423 41.3951469)",,,,,,,
243339566,2677447201,0,1111549950,residential,2,50,Carrer de Joan d'Àustria,True,False,31.054584427044784,"LINESTRING (2.1867507 41.3967187, 2.1867984 41.3966817, 2.1868534 41.3966413, 2.1868952 41.3966081, 2.1869487 41.3965661, 2.1870047 41.3965148)",,,,,,,
243341156,30312391,0,"[885171330, 546568292, 237927204, 654064424, 237790227]",tertiary,2,30,"['Carrer de Ramon Trias Fargas', 'Passeig Marítim de la Barceloneta - Oriol Bohigas i Guardiola']",True,False,306.229882046344,"LINESTRING (2.1953764 41.3867235, 2.1954741 41.3866255, 2.1958891 41.386311, 2.1959795 41.3862411, 2.1961367 41.3861253, 2.1965065 41.3858504, 2.1967743 41.3856501, 2.1968097 41.3856205, 2.1968166 41.3856061, 2.196816 41.3855926, 2.1968128 41.3855777, 2.1967985 41.3855623, 2.1966961 41.385487, 2.1963816 41.3852454, 2.1959728 41.3849414, 2.1958355 41.3848401, 2.1958162 41.3848259, 2.1957947 41.3848123, 2.1957083 41.3847548)",,,,,,,
243341156,243341157,0,"[1394474272, 237790225]",secondary,3,50,Avinguda del Litoral,True,False,115.67324379779339,"LINESTRING (2.1953764 41.3867235, 2.1954358 41.3867698, 2.1955555 41.3868581, 2.1956901 41.3869583, 2.1958928 41.387109, 2.1960744 41.3872418, 2.1961226 41.3872792, 2.1961639 41.3873111, 2.1963492 41.3874644)",,,,,,,
243341157,243341158,0,"[283764979, 32465830]",residential,,30,Carrer de la Marina,True,False,416.2725718524428,"LINESTRING (2.1963492 41.3874644, 2.1964266 41.3874327, 2.1964963 41.3873963, 2.1970187 41.3870142, 2.1970845 41.3869665, 2.1975926 41.386581, 2.1979982 41.3862797, 2.1980555 41.3862494, 2.1981077 41.3862527, 2.1981453 41.3862614, 2.1981801 41.3862788, 2.1982113 41.3863042, 2.1982192 41.3863364, 2.1982149 41.3863766, 2.1981849 41.3864178, 2.1977632 41.3867376, 2.1977015 41.3867846, 2.1974455 41.3869806, 2.1973412 41.3870621, 2.197278 41.3871125, 2.1967346 41.3875125, 2.196696 41.3875452, 2.196644 41.3875988, 2.1966115 41.3876606)",,,,,,,
243341157,243341158,1,283764982,secondary,3,50,Plaça dels Voluntaris,True,False,30.928011334630646,"LINESTRING (2.1963492 41.3874644, 2.1965449 41.3876033, 2.1966115 41.3876606)",,circular,,,,,
